R_Height,R_Weight,R_Reach,R_Stance,R_age,R_SLpM,R_Str_Acc,R_SApM,R_Str_Def,R_TD_Avg,R_TD_Acc,R_TD_Def,R_Sub_Avg,B_Height,B_Weight,B_Reach,B_Stance,B_age,B_SLpM,B_Str_Acc,B_SApM,B_Str_Def,B_TD_Avg,B_TD_Acc,B_TD_Def,B_Sub_Avg,R_hist_sig_str_avg,R_hist_td_avg,R_hist_ctrl_avg,R_hist_sig_str_pct_avg,R_hist_td_pct_avg,R_hist_won_avg,R_hist_fights_before,B_hist_sig_str_avg,B_hist_td_avg,B_hist_ctrl_avg,B_hist_sig_str_pct_avg,B_hist_td_pct_avg,B_hist_won_avg,B_hist_fights_before,date,target
69.0,155.0,74.0,Orthodox,36.05201916495551,4.85,0.37,3.26,0.58,0.89,0.26,0.68,0.9,70.0,155.0,72.0,Southpaw,31.756331279945243,4.0,0.49,2.72,0.59,2.03,0.32,0.81,1.0,43.8,0.6,,41.5,27.428571428571427,0.8,10,34.22222222222222,1.0,,50.94444444444444,34.266666666666666,0.7222222222222222,18,2021-02-06,0
71.0,135.0,70.0,Switch,28.799452429842574,6.85,0.48,3.89,0.59,1.07,0.5,0.3,0.5,66.0,135.0,68.0,Orthodox,39.31006160164271,3.7,0.39,2.71,0.66,2.28,0.31,0.65,0.3,54.857142857142854,0.5714285714285714,,47.42857142857143,50.0,0.8571428571428571,7,63.074074074074076,2.5925925925925926,,43.148148148148145,28.153846153846153,0.6666666666666666,27,2021-02-06,1
76.0,205.0,82.0,Southpaw,32.19164955509925,4.61,0.59,3.39,0.4,0.0,0.0,0.41,0.0,78.0,205.0,77.0,Orthodox,35.115674195756334,1.81,0.88,1.41,0.5,4.83,0.34,0.0,1.2,43.166666666666664,0.0,,64.5,0.0,0.3333333333333333,6,16.0,4.0,,72.0,25.0,1.0,1,2021-02-06,0
67.0,145.0,73.0,Southpaw,29.078713210130047,4.3,0.54,3.04,0.42,1.9,1.0,0.66,1.9,70.0,145.0,72.0,Southpaw,25.796030116358658,3.08,0.34,2.47,0.51,0.0,0.0,0.4,0.0,9.0,0.0,,64.0,,0.0,1,30.5,0.0,,30.0,0.0,0.0,2,2021-02-06,1
72.0,145.0,74.0,Orthodox,28.26009582477755,3.17,0.41,2.45,0.46,1.03,0.57,0.66,0.0,70.0,145.0,72.0,Switch,24.424366872005475,2.45,0.51,1.56,0.64,2.4,0.4,0.56,1.4,48.0,0.6666666666666666,,39.0,50.0,0.3333333333333333,3,40.25,2.25,,49.5,27.5,0.75,4,2021-02-06,1
64.0,125.0,62.0,Orthodox,30.76249144421629,5.15,0.5,4.28,0.65,1.64,0.29,0.28,0.7,64.0,125.0,67.0,Orthodox,25.232032854209447,6.7,0.57,6.93,0.47,3.5,0.5,0.0,0.5,77.2,1.8,,45.2,38.25,0.6,5,165.0,0.0,,56.0,0.0,0.0,1,2021-02-06,0
66.0,145.0,67.0,Orthodox,31.04996577686516,5.5,0.71,1.55,0.56,2.73,0.66,0.5,0.0,70.0,145.0,73.0,Orthodox,32.24093086926762,3.97,0.45,3.79,0.53,0.72,0.6,0.65,0.5,66.0,0.0,,70.0,,0.0,1,57.0,0.6666666666666666,,55.666666666666664,66.66666666666667,0.0,3,2021-02-06,1
72.0,155.0,75.0,Switch,30.94318959616701,4.95,0.48,4.92,0.51,0.72,0.34,0.79,0.3,68.0,155.0,71.0,Orthodox,34.75154004106776,4.29,0.49,3.76,0.52,2.37,0.41,0.8,1.4,54.2,0.5333333333333333,,48.666666666666664,23.285714285714285,0.6666666666666666,15,,,,,,,0,2021-01-23,0
73.0,185.0,74.0,Orthodox,32.79397672826831,4.48,0.42,5.05,0.51,1.92,0.31,1.0,0.0,74.0,185.0,75.0,Orthodox,30.95687885010267,5.32,0.42,2.92,0.64,0.36,0.16,1.0,0.4,59.5,1.875,,48.0,22.428571428571427,0.625,8,72.5,0.5,,40.0,50.0,1.0,2,2021-01-23,0
66.0,135.0,69.0,Orthodox,31.430527036276523,2.8,0.47,1.7,0.53,2.49,0.53,0.23,0.8,66.0,135.0,66.0,Orthodox,40.33127994524298,2.32,0.45,1.94,0.48,4.41,0.65,0.5,0.5,30.714285714285715,2.0,,50.857142857142854,62.285714285714285,0.7142857142857143,7,19.454545454545453,1.8181818181818181,,47.18181818181818,56.5,0.5454545454545454,11,2021-01-23,1
66.0,125.0,66.0,Orthodox,34.49418206707735,3.76,0.37,4.01,0.55,0.45,0.4,0.57,0.5,66.0,125.0,65.0,Orthodox,35.08555783709788,6.59,0.49,4.4,0.53,1.8,0.55,0.58,0.5,52.53846153846154,0.38461538461538464,,37.69230769230769,45.0,0.38461538461538464,13,66.36363636363636,1.3636363636363635,,51.54545454545455,61.857142857142854,0.5454545454545454,11,2021-01-23,0
69.0,155.0,72.0,Southpaw,32.01095140314853,5.59,0.5,4.17,0.54,1.47,0.36,0.61,1.3,69.0,155.0,74.0,Southpaw,32.5284052019165,5.32,0.49,4.54,0.54,0.7,0.55,0.67,0.0,60.125,1.0833333333333333,,49.541666666666664,37.266666666666666,0.75,24,45.25,0.4166666666666667,,51.666666666666664,45.0,0.8333333333333334,12,2021-01-23,1
73.0,185.0,74.0,Orthodox,33.09240246406571,3.04,0.41,2.73,0.56,0.97,0.27,0.79,0.0,74.0,185.0,79.0,Orthodox,30.858316221765914,1.95,0.42,2.14,0.52,3.42,0.39,0.53,0.8,38.833333333333336,0.8888888888888888,,39.888888888888886,26.53846153846154,0.6666666666666666,18,21.333333333333332,2.75,,43.25,55.27272727272727,0.5833333333333334,12,2021-01-23,1
67.0,155.0,72.0,Orthodox,24.28473648186174,3.35,0.44,1.43,0.62,3.5,0.35,0.78,0.0,69.0,155.0,71.0,Orthodox,30.62012320328542,2.73,0.37,3.44,0.58,2.59,0.37,0.4,1.1,50.333333333333336,1.3333333333333333,,40.0,15.333333333333334,0.6666666666666666,3,38.5,2.5,,37.5,40.0,0.5,4,2021-01-23,1
66.0,115.0,65.0,Orthodox,33.738535249828885,4.86,0.5,3.16,0.53,0.36,0.33,0.59,0.2,63.0,125.0,66.0,Orthodox,27.411362080766597,4.25,0.44,1.78,0.71,2.31,0.58,0.85,1.6,71.6,0.2,,48.4,12.5,0.4,5,46.5,1.5,,56.0,68.25,1.0,4,2021-01-23,1
65.0,125.0,68.0,Orthodox,27.241615331964407,4.06,0.4,3.15,0.58,2.28,0.75,0.66,0.8,64.0,125.0,66.0,Switch,32.40246406570842,4.17,0.49,4.0,0.58,1.5,0.21,0.33,0.0,12.0,1.0,,42.0,100.0,1.0,1,66.0,2.0,,55.0,18.0,0.0,1,2021-01-23,1
73.0,205.0,76.0,Southpaw,30.90759753593429,3.06,0.38,3.63,0.49,0.0,0.0,0.5,0.2,75.0,205.0,74.0,Orthodox,32.5284052019165,5.4,0.47,3.71,0.58,0.0,0.0,0.0,0.0,20.444444444444443,0.0,,48.77777777777778,,0.4444444444444444,9,10.666666666666666,0.0,,48.333333333333336,,0.0,3,2021-01-23,0
68.0,145.0,68.0,Orthodox,36.446269678302535,3.44,0.47,3.25,0.5,3.3,0.32,0.43,1.2,67.0,145.0,72.0,Orthodox,26.94866529774127,4.7,0.44,2.83,0.64,2.75,0.37,0.7,0.0,43.041666666666664,2.8333333333333335,,50.875,32.30434782608695,0.5833333333333334,24,66.66666666666667,3.0,,48.666666666666664,33.5,1.0,3,2021-01-23,0
66.0,135.0,69.0,Orthodox,28.38877481177276,3.08,0.42,3.13,0.64,6.93,0.54,0.72,0.4,67.0,135.0,,Orthodox,28.72826830937714,0.67,0.42,1.89,0.46,0.0,0.0,0.3,0.0,40.5,4.333333333333333,,42.166666666666664,48.6,0.6666666666666666,6,,,,,,,0,2021-01-20,1
72.0,185.0,73.0,Orthodox,33.275838466803556,2.95,0.35,2.59,0.57,2.63,0.49,0.65,0.3,75.0,185.0,73.0,Southpaw,29.319644079397673,3.34,0.5,2.81,0.6,0.0,0.0,0.7,1.1,35.53846153846154,2.076923076923077,,36.46153846153846,47.63636363636363,0.6153846153846154,13,26.714285714285715,0.0,,59.142857142857146,0.0,0.7142857142857143,7,2021-01-20,1
71.0,170.0,72.0,Orthodox,30.04517453798768,3.09,0.47,3.62,0.5,1.48,0.54,0.75,1.0,73.0,170.0,76.0,Orthodox,33.18001368925393,5.69,0.55,4.78,0.45,3.41,1.0,0.6,0.0,32.63636363636363,1.0,,44.63636363636363,57.5,0.6363636363636364,11,98.0,4.0,,55.0,100.0,1.0,1,2021-01-20,1
68.0,125.0,70.0,Orthodox,31.014373716632445,4.2,0.36,4.02,0.62,0.48,0.33,0.53,1.2,67.0,125.0,68.0,Orthodox,37.29226557152635,3.64,0.31,5.69,0.64,0.0,0.0,1.0,0.0,25.142857142857142,0.2857142857142857,,35.0,40.0,0.5714285714285714,7,32.0,0.0,,42.75,0.0,0.5,4,2021-01-20,1
67.0,125.0,69.0,Orthodox,38.32443531827516,3.13,0.3,5.03,0.53,1.42,0.23,0.3,0.1,64.0,125.0,68.0,Orthodox,34.16563997262149,4.97,0.48,4.84,0.6,2.33,0.64,0.94,0.2,48.666666666666664,1.5555555555555556,,31.77777777777778,43.0,0.4444444444444444,9,66.5,1.75,,50.25,57.0,0.75,4,2021-01-20,0
73.0,225.0,73.0,Orthodox,36.79671457905544,3.62,0.4,6.93,0.37,0.0,0.0,0.0,0.0,76.0,205.0,76.0,Orthodox,31.89322381930185,3.15,0.59,5.07,0.43,1.97,0.18,0.0,1.3,11.5,0.0,,64.5,,0.0,2,4.666666666666667,0.0,,50.333333333333336,0.0,0.0,3,2021-01-20,1
73.0,170.0,75.0,Southpaw,33.12251882272416,1.89,0.4,1.71,0.54,3.6,0.52,0.68,0.9,75.0,170.0,80.0,Orthodox,33.46748802190281,3.67,0.47,2.05,0.56,2.46,0.45,0.57,0.3,18.5,2.2857142857142856,,40.142857142857146,51.84615384615385,0.7142857142857143,14,48.130434782608695,2.130434782608696,,45.0,47.25,0.7391304347826086,23,2021-01-20,1
69.0,145.0,73.0,Orthodox,29.50034223134839,2.86,0.42,2.07,0.63,0.87,0.33,0.41,0.9,67.0,145.0,68.0,Orthodox,35.58110882956879,3.77,0.38,4.26,0.58,0.7,0.5,0.66,0.0,25.0,0.5,,45.0,50.0,0.5,2,52.142857142857146,0.5714285714285714,,36.142857142857146,46.6,0.5714285714285714,7,2021-01-20,1
68.0,125.0,72.0,Southpaw,25.00205338809035,4.49,0.51,2.19,0.68,0.4,1.0,0.77,0.8,65.0,125.0,65.0,Southpaw,28.479123887748116,1.93,0.23,3.35,0.6,0.0,0.0,0.0,0.0,40.0,0.3333333333333333,,56.333333333333336,100.0,0.6666666666666666,3,2.0,0.0,,33.0,,0.0,1,2021-01-20,1
66.0,135.0,69.0,Southpaw,31.24435318275154,1.93,0.54,2.07,0.76,4.0,0.66,1.0,0.0,70.0,145.0,72.0,Southpaw,25.749486652977414,3.08,0.34,2.47,0.51,0.0,0.0,0.4,0.0,,,,,,,0,30.0,0.0,,37.0,,0.0,1,2021-01-20,1
72.0,145.0,72.0,Orthodox,28.28747433264887,6.24,0.53,6.76,0.57,1.39,0.33,0.69,0.0,70.0,155.0,,Orthodox,25.738535249828885,7.8,0.37,7.2,0.47,1.0,0.25,0.66,0.0,76.0,1.0,,45.5,100.0,0.5,2,,,,,,,0,2021-01-20,1
68.0,185.0,76.0,Orthodox,33.4757015742642,1.85,0.5,2.27,0.43,2.07,0.5,0.75,0.0,73.0,185.0,73.0,Orthodox,32.580424366872,2.6,0.47,3.72,0.52,0.81,0.25,0.77,1.0,19.0,2.0,,48.5,33.0,0.5,2,27.833333333333332,0.6666666666666666,,54.5,30.8,0.3333333333333333,6,2021-01-20,1
68.0,135.0,,Orthodox,24.889801505817932,2.89,0.6,0.81,0.76,8.67,0.45,0.0,1.7,66.0,135.0,,Orthodox,31.603011635865844,0.81,0.23,2.89,0.39,0.0,0.0,0.54,0.0,,,,,,,0,,,,,,,0,2021-01-20,1
65.0,125.0,64.0,Orthodox,30.926762491444215,3.4,0.37,4.15,0.47,2.39,0.37,0.0,0.0,67.0,125.0,,Orthodox,30.924024640657084,5.8,0.53,1.86,0.79,1.64,1.0,1.0,0.0,,,,,,,0,,,,,,,0,2021-01-20,0
68.0,125.0,66.0,Orthodox,24.747433264887064,4.51,0.45,4.82,0.51,0.61,0.22,0.66,0.3,68.0,135.0,70.0,Orthodox,25.300479123887747,4.2,0.53,3.83,0.46,0.5,0.16,0.37,0.5,54.333333333333336,0.3333333333333333,,46.0,16.666666666666668,0.3333333333333333,3,,,,,,,0,2021-01-16,0
71.0,185.0,72.0,Southpaw,28.150581793292265,4.46,0.43,2.86,0.52,2.6,0.66,0.0,0.0,73.0,185.0,74.0,Orthodox,26.663928815879533,7.45,0.62,5.42,0.46,0.53,0.06,1.0,0.0,26.0,1.0,,59.0,100.0,1.0,1,85.0,1.0,,63.0,50.0,1.0,1,2021-01-16,1
72.0,245.0,75.0,Orthodox,26.012320328542096,4.42,0.45,4.6,0.47,0.0,0.0,0.7,0.0,72.0,264.0,74.0,Southpaw,27.093771389459274,5.33,0.59,4.6,0.46,0.0,0.0,1.0,0.0,61.0,0.0,,40.0,,0.5,2,8.0,0.0,,66.0,,0.5,2,2021-01-16,1
74.0,170.0,75.0,Orthodox,36.72553045859001,3.63,0.39,2.49,0.56,0.62,0.54,0.39,1.0,72.0,170.0,75.0,Orthodox,40.016427104722794,3.69,0.54,2.67,0.55,1.56,0.44,0.63,1.4,53.1764705882353,0.4117647058823529,,36.88235294117647,48.5,0.47058823529411764,17,34.30769230769231,0.9615384615384616,,55.88461538461539,52.05555555555556,0.5769230769230769,26,2021-01-16,1
72.0,170.0,75.0,Orthodox,30.46132785763176,3.24,0.4,4.07,0.54,0.96,0.3,0.57,2.2,70.0,170.0,76.0,Southpaw,33.65366187542779,2.5,0.45,1.98,0.66,2.33,0.29,0.66,0.5,36.0,0.6666666666666666,,36.0,20.0,0.3333333333333333,3,34.4,2.0,,43.2,32.0,0.8,5,2021-01-16,0
70.0,185.0,76.0,Southpaw,26.72416153319644,4.58,0.36,5.46,0.51,0.6,0.16,1.0,0.0,72.0,185.0,74.0,Orthodox,31.096509240246405,3.3,0.41,3.24,0.62,1.62,0.45,0.83,0.0,37.333333333333336,0.3333333333333333,,38.666666666666664,16.666666666666668,0.6666666666666666,3,40.375,1.375,,40.0,45.0,0.375,8,2021-01-16,0
72.0,170.0,73.0,Orthodox,34.30800821355236,4.21,0.4,4.05,0.64,0.52,0.44,0.6,0.0,72.0,170.0,71.0,Orthodox,32.82683093771389,4.52,0.42,3.65,0.59,1.28,0.39,0.59,0.0,43.54545454545455,0.36363636363636365,,41.90909090909091,44.333333333333336,0.8181818181818182,11,51.38461538461539,1.0,,41.46153846153846,46.8,0.6923076923076923,13,2021-01-16,0
71.0,145.0,69.0,Orthodox,29.11978097193703,7.26,0.46,4.58,0.6,0.21,0.71,0.84,0.3,71.0,145.0,72.0,Orthodox,32.8104038329911,5.07,0.42,8.16,0.5,0.37,0.3,0.89,0.0,94.47826086956522,0.21739130434782608,,43.34782608695652,80.0,0.7391304347826086,23,60.5,0.375,,43.0,33.2,0.75,8,2021-01-16,1
67.0,135.0,67.0,Orthodox,32.714579055441476,2.28,0.34,3.58,0.5,0.67,0.21,0.33,0.8,65.0,135.0,65.0,Orthodox,32.80766598220397,3.48,0.3,6.13,0.59,0.0,0.0,0.71,0.0,26.625,0.625,,45.125,24.714285714285715,0.375,8,51.0,0.0,,30.666666666666668,0.0,0.0,3,2021-01-16,0
69.0,145.0,72.0,Orthodox,25.555099247091032,2.56,0.33,6.78,0.35,0.51,0.05,0.2,0.5,70.0,145.0,70.0,Orthodox,26.521560574948666,3.57,0.44,3.17,0.62,1.0,0.66,0.76,0.0,3.0,0.0,,50.0,,0.0,1,12.0,1.0,,19.0,100.0,0.0,1,2021-01-16,0
66.0,135.0,67.0,Orthodox,32.648870636550306,3.38,0.39,4.11,0.56,1.0,0.41,0.66,0.4,68.0,135.0,71.0,Orthodox,33.48665297741273,5.21,0.42,3.83,0.62,1.2,0.36,0.48,0.8,30.375,0.375,,43.875,40.0,0.625,8,49.2,0.8,,43.9,44.125,0.7,10,2020-12-19,0
64.0,135.0,67.0,Orthodox,35.64681724845996,4.52,0.43,3.69,0.57,1.88,0.46,0.65,0.4,67.0,135.0,66.0,Orthodox,29.032169746748803,5.14,0.49,3.62,0.57,0.22,0.14,0.83,0.2,70.42857142857143,1.8571428571428572,,43.142857142857146,46.714285714285715,0.5714285714285714,7,63.25,0.25,,44.75,16.666666666666668,0.5,4,2020-12-19,0
66.0,185.0,70.0,Orthodox,31.51813826146475,4.74,0.47,5.17,0.5,4.98,0.52,0.0,0.0,75.0,185.0,73.0,Orthodox,31.468856947296374,3.08,0.7,1.72,0.44,1.4,0.41,0.32,0.3,83.66666666666667,2.3333333333333335,,49.0,30.0,0.3333333333333333,3,29.0,1.0,,61.0,100.0,0.0,1,2020-12-19,1
72.0,170.0,75.0,Orthodox,37.85352498288843,4.24,0.43,2.8,0.58,0.32,0.45,0.78,0.0,71.0,170.0,75.0,Southpaw,30.310746064339494,4.94,0.49,4.93,0.61,0.5,0.5,0.92,0.2,54.266666666666666,0.3333333333333333,,45.8,36.6,0.6666666666666666,15,40.0,0.4,,54.2,50.0,1.0,5,2020-12-19,1
67.0,135.0,70.0,Orthodox,34.27789185489391,3.45,0.45,3.52,0.61,0.57,0.56,0.91,0.1,68.0,135.0,70.0,Switch,28.046543463381244,3.65,0.49,3.95,0.52,0.78,0.37,0.7,1.1,54.75,0.75,,43.0625,39.666666666666664,0.625,16,38.86666666666667,0.6,,49.666666666666664,55.0,0.6666666666666666,15,2020-12-19,1
70.0,155.0,72.0,Orthodox,33.894592744695416,3.05,0.47,3.44,0.54,0.61,0.5,0.6,1.1,71.0,170.0,72.0,Orthodox,30.34360027378508,4.96,0.42,3.69,0.56,0.44,0.28,0.47,0.4,37.8421052631579,0.42105263157894735,,48.68421052631579,30.857142857142858,0.5263157894736842,19,58.63636363636363,0.2727272727272727,,38.45454545454545,25.0,0.6363636363636364,11,2020-12-19,1
75.0,249.0,78.0,Orthodox,35.110198494182065,3.7,0.5,3.25,0.56,1.62,0.45,0.82,0.1,77.0,265.0,80.0,Orthodox,32.394250513347025,4.83,0.5,3.12,0.56,0.21,0.33,0.8,0.0,47.0,1.4166666666666667,,53.166666666666664,52.22222222222222,0.5833333333333334,12,40.0,0.14285714285714285,,53.714285714285715,50.0,0.5714285714285714,7,2020-12-19,1
73.0,170.0,73.0,Orthodox,27.20328542094456,3.74,0.54,2.84,0.58,1.76,0.7,1.0,0.5,72.0,170.0,77.0,Orthodox,26.72416153319644,4.39,0.45,2.95,0.44,0.0,0.0,0.0,0.0,44.75,1.25,,52.75,80.0,0.5,4,7.5,0.0,,54.0,0.0,1.0,2,2020-12-19,1
65.0,125.0,63.0,Orthodox,25.593429158110883,2.05,0.51,2.1,0.51,2.64,0.46,0.0,0.9,66.0,125.0,68.0,Orthodox,27.49349760438056,3.52,0.48,2.22,0.59,2.0,0.8,0.85,1.0,19.25,1.75,,50.125,52.0,0.75,8,46.5,3.0,,37.5,85.5,0.5,2,2020-12-19,0
67.0,125.0,68.0,Orthodox,30.28336755646817,1.99,0.58,2.3,0.5,1.81,0.5,0.0,7.2,67.0,125.0,67.0,Southpaw,29.727583846680357,3.11,0.48,3.93,0.41,3.28,0.26,0.5,0.8,,,,,,,0,36.0,2.0,,42.0,15.0,0.0,1,2020-12-19,1
72.0,205.0,77.0,Orthodox,26.182067077344286,7.59,0.55,4.31,0.52,0.0,0.0,0.75,0.0,74.0,185.0,80.0,Orthodox,32.3066392881588,2.84,0.55,4.84,0.46,1.48,0.4,0.37,0.4,,,,,,,0,,,,,,,0,2020-12-19,1
70.0,155.0,71.0,Orthodox,30.90485968514716,2.88,0.41,2.59,0.51,3.11,0.39,0.5,0.3,70.0,170.0,75.0,Orthodox,27.64955509924709,3.5,0.4,4.97,0.5,0.0,0.0,0.58,0.0,33.285714285714285,2.0,,38.285714285714285,47.2,0.42857142857142855,7,77.0,0.0,,42.0,0.0,0.0,1,2020-12-19,1
71.0,155.0,72.0,Orthodox,31.561943874058862,5.4,0.46,3.74,0.65,1.28,0.53,0.78,0.6,68.0,155.0,71.0,Switch,27.772758384668034,4.67,0.57,4.17,0.55,0.84,0.5,1.0,0.0,47.666666666666664,0.7777777777777778,,40.77777777777778,68.0,0.6666666666666666,9,48.333333333333336,0.6666666666666666,,70.66666666666667,75.0,0.6666666666666666,3,2020-12-12,0
75.0,185.0,81.0,Orthodox,28.10130047912389,4.14,0.56,2.58,0.56,1.08,0.45,0.51,0.7,73.0,185.0,72.0,Orthodox,41.01574264202601,2.53,0.46,2.85,0.62,2.55,0.39,0.6,1.4,48.77777777777778,1.0,,63.55555555555556,47.57142857142857,0.7777777777777778,9,30.857142857142858,0.9285714285714286,,50.0,28.0,0.6428571428571429,14,2020-12-12,1
64.0,115.0,63.0,Orthodox,27.720739219712527,3.74,0.38,3.81,0.61,0.28,0.05,0.0,2.2,63.0,115.0,64.0,Orthodox,32.53661875427789,2.39,0.46,3.08,0.54,3.16,0.53,0.73,2.0,23.8,0.2,,39.8,5.333333333333333,0.8,5,9.333333333333334,2.3333333333333335,,53.333333333333336,69.33333333333333,0.6666666666666666,3,2020-12-12,1
71.0,155.0,76.0,Orthodox,36.832306639288156,5.46,0.45,3.94,0.59,0.45,0.42,0.7,1.1,70.0,155.0,74.0,Orthodox,31.15400410677618,3.22,0.52,2.94,0.54,2.64,0.44,0.57,2.8,63.05882352941177,0.35294117647058826,,43.64705882352941,46.22222222222222,0.8823529411764706,17,21.692307692307693,1.1538461538461537,,50.19230769230769,49.95454545454545,0.6538461538461539,26,2020-12-12,0
76.0,238.0,77.0,Orthodox,36.86789869952088,4.49,0.47,3.33,0.56,0.3,0.5,0.81,0.1,76.0,245.0,81.0,Orthodox,30.6694045174538,5.04,0.55,1.85,0.69,1.13,0.26,1.0,0.5,49.95454545454545,0.22727272727272727,,50.90909090909091,50.0,0.6818181818181818,22,58.0,1.0,,54.333333333333336,33.333333333333336,1.0,3,2020-12-12,0
66.0,145.0,66.0,Southpaw,34.48870636550308,4.39,0.45,4.28,0.57,2.98,0.42,0.53,1.5,70.0,145.0,70.0,Orthodox,32.01095140314853,7.03,0.64,4.37,0.42,1.28,0.31,0.57,1.8,50.5,1.75,,40.25,47.0,0.75,4,67.33333333333333,1.6666666666666667,,70.66666666666667,66.33333333333333,1.0,3,2020-12-12,1
68.0,145.0,70.0,Orthodox,37.111567419575636,4.64,0.5,3.64,0.6,1.09,0.51,0.6,0.5,67.0,145.0,69.0,Orthodox,35.351129363449694,3.41,0.49,2.72,0.44,1.55,0.29,0.44,1.8,69.5,0.6111111111111112,,48.72222222222222,60.6,0.6111111111111112,18,26.375,0.75,,54.125,44.833333333333336,0.5,8,2020-12-12,1
61.0,115.0,60.0,Orthodox,31.32375085557837,4.3,0.47,3.37,0.62,0.68,0.15,0.56,0.1,65.0,115.0,64.0,Orthodox,28.45722108145106,4.0,0.37,10.4,0.49,0.0,0.0,0.0,0.0,58.666666666666664,0.5833333333333334,,47.916666666666664,26.333333333333332,0.5833333333333334,12,,,,,,,0,2020-12-12,1
73.0,145.0,74.0,Southpaw,21.248459958932237,4.43,0.45,3.95,0.38,0.32,0.07,0.66,2.2,70.0,145.0,73.0,Southpaw,34.340862422997944,4.18,0.61,4.32,0.42,1.39,0.22,0.66,0.0,36.5,0.5,,41.5,16.5,0.5,2,23.0,0.0,,40.0,0.0,0.0,1,2020-12-12,1
68.0,155.0,71.0,Southpaw,32.473648186173854,4.38,0.38,3.26,0.7,0.17,0.5,0.56,1.2,67.0,155.0,68.0,Orthodox,31.32101300479124,3.58,0.42,6.49,0.58,0.0,0.0,0.33,0.6,39.111111111111114,0.1111111111111111,,39.666666666666664,50.0,0.5555555555555556,9,28.5,0.0,,46.5,0.0,0.5,2,2020-12-05,1
74.0,205.0,76.0,Orthodox,32.39151266255989,2.98,0.51,1.75,0.61,1.75,0.5,0.33,2.2,73.0,205.0,75.0,Orthodox,27.783709787816566,2.95,0.43,4.01,0.52,1.94,0.71,0.5,1.2,19.0,0.0,,86.0,,1.0,1,55.0,4.0,,42.0,66.0,0.0,1,2020-12-05,1
67.0,145.0,69.0,Orthodox,23.871321013004792,2.5,0.45,1.87,0.68,4.25,0.55,1.0,4.2,71.0,145.0,71.0,Switch,32.32580424366872,2.46,0.35,3.63,0.45,1.14,0.2,0.35,2.7,13.0,5.0,,39.0,55.0,1.0,1,20.25,0.75,,39.25,25.0,0.25,4,2020-12-05,1
69.0,135.0,68.0,Orthodox,29.39082819986311,4.44,0.46,3.74,0.53,1.84,0.37,0.31,1.9,68.0,135.0,69.0,Southpaw,30.357289527720738,3.6,0.45,3.0,0.64,2.7,0.47,0.42,0.6,42.42857142857143,1.0714285714285714,,47.142857142857146,27.916666666666668,0.5,14,37.25,1.875,,43.875,44.857142857142854,0.625,8,2020-12-05,1
75.0,230.0,76.0,Orthodox,35.29911019849418,4.39,0.43,5.48,0.55,0.46,0.23,0.83,0.0,75.0,230.0,78.0,Orthodox,32.11225188227242,4.92,0.41,4.09,0.53,0.57,0.23,0.67,0.4,50.8125,0.3125,,45.3125,28.125,0.4375,16,37.714285714285715,0.42857142857142855,,42.42857142857143,17.2,0.42857142857142855,7,2020-12-05,0
75.0,205.0,80.0,Southpaw,37.661875427789184,2.68,0.46,3.03,0.45,1.19,0.4,0.66,0.6,76.0,205.0,79.0,Southpaw,29.54962354551677,7.9,0.52,3.15,0.49,0.0,0.0,0.53,0.0,24.318181818181817,0.6363636363636364,,47.666666666666664,36.714285714285715,0.5909090909090909,22,57.5,0.0,,50.5,,0.5,2,2020-12-05,0
70.0,155.0,68.0,Orthodox,37.21286789869952,3.17,0.5,3.57,0.51,2.13,0.37,0.56,1.5,69.0,155.0,71.0,Southpaw,25.51129363449692,1.08,0.55,0.43,0.75,6.5,0.66,0.0,3.2,32.76470588235294,1.4705882352941178,,50.705882352941174,43.285714285714285,0.5882352941176471,17,,,,,,,0,2020-12-05,0
73.0,185.0,77.0,Orthodox,32.48733744010951,5.03,0.44,3.46,0.54,1.96,0.34,0.75,0.7,72.0,185.0,74.0,Southpaw,27.208761122518823,4.78,0.45,3.19,0.66,1.33,0.45,0.78,0.8,37.90909090909091,1.0909090909090908,,49.72727272727273,46.2,0.7272727272727273,11,53.5,1.375,,48.25,55.857142857142854,0.625,8,2020-12-05,0
68.0,135.0,67.0,Orthodox,33.39082819986311,4.54,0.34,4.69,0.55,1.1,0.23,0.66,0.0,67.0,135.0,67.0,Orthodox,30.16016427104723,5.35,0.55,2.65,0.72,2.43,0.42,1.0,0.0,56.0,1.0,,41.142857142857146,30.833333333333332,0.42857142857142855,7,5.0,1.0,,31.0,33.0,0.0,1,2020-11-28,0
72.0,145.0,71.0,Switch,28.577686516084874,8.8,0.55,6.65,0.46,5.91,0.6,0.75,0.7,67.0,145.0,69.0,Orthodox,25.897330595482547,6.58,0.6,6.74,0.49,3.68,0.75,0.37,0.6,8.0,0.0,,42.0,,0.0,1,114.0,5.0,,61.0,100.0,1.0,1,2020-11-28,1
74.0,170.0,74.0,Orthodox,28.265571526351813,4.64,0.55,3.89,0.5,0.8,0.4,1.0,1.2,70.0,170.0,73.0,Southpaw,30.472279260780287,3.16,0.37,4.81,0.5,0.53,0.5,0.75,0.0,36.0,0.5,,53.5,100.0,1.0,2,25.0,0.3333333333333333,,52.333333333333336,50.0,0.6666666666666666,3,2020-11-28,1
